,loan_percent_income,person_income,loan_intent,loan_grade,cb_person_default_on_file,loan_int_rate,person_age,loan_amnt,default
9145,0.38,13000,DEBTCONSOLIDATION,A,0,8.0,24,5000,1
9146,0.03,60000,PERSONAL,C,1,14.26,23,2000,0
9147,0.35,14400,VENTURE,C,0,13.72,21,5000,1
9148,0.35,14400,VENTURE,A,0,6.91,23,5000,1
9149,0.02,60000,PERSONAL,A,0,7.4,26,1200,0
9150,0.27,60000,PERSONAL,C,1,13.57,25,16000,0
9151,0.33,15000,VENTURE,D,1,11.011694892245037,22,5000,1
9152,0.17,60000,PERSONAL,C,1,13.92,25,10200,0
9153,0.17,60000,VENTURE,C,0,13.22,23,10000,0
9154,0.07,60000,VENTURE,B,0,12.18,24,4000,0
9155,0.19,54000,HOMEIMPROVEMENT,D,1,14.61,22,10000,1
9156,0.32,15600,DEBTCONSOLIDATION,A,0,5.99,26,5000,1
9157,0.42,54000,DEBTCONSOLIDATION,D,1,11.011694892245037,22,22750,1
9158,0.08,60000,EDUCATION,D,1,14.61,22,5000,0
9159,0.13,60000,VENTURE,D,0,16.0,22,8000,0
9160,0.32,15600,MEDICAL,B,0,10.75,25,5000,1
9161,0.06,60000,PERSONAL,A,0,11.011694892245037,23,3350,0
9162,0.16,60000,PERSONAL,B,0,12.53,23,9500,0
9163,0.31,16120,PERSONAL,B,0,11.58,26,5000,1
9164,0.1,60000,DEBTCONSOLIDATION,A,0,8.94,26,6000,0
9165,0.31,16320,DEBTCONSOLIDATION,B,0,12.53,22,5000,1
9166,0.13,60000,EDUCATION,D,0,15.65,24,8000,0
9167,0.23,60000,HOMEIMPROVEMENT,A,0,8.94,24,14000,0
9168,0.1,60000,EDUCATION,B,0,11.83,26,6000,0
9169,0.3,16800,EDUCATION,B,0,11.011694892245037,26,5000,1
9170,0.3,16800,EDUCATION,C,1,14.22,24,5000,1
9171,0.07,54000,EDUCATION,B,0,11.14,22,4000,1
9172,0.22,54000,DEBTCONSOLIDATION,B,0,12.53,25,12000,1
9173,0.29,17004,MEDICAL,A,0,6.54,23,5000,1
9174,0.29,17220,DEBTCONSOLIDATION,B,0,10.37,21,5000,1
9175,0.08,60000,DEBTCONSOLIDATION,B,0,11.14,25,5000,0
9176,0.28,17720,HOMEIMPROVEMENT,B,0,9.62,22,5000,1
9177,0.21,60000,PERSONAL,B,0,11.14,22,12900,0
9178,0.28,18000,EDUCATION,A,0,8.59,23,5000,1
9179,0.27,18492,EDUCATION,D,1,12.92,21,5000,1
9180,0.22,60000,MEDICAL,C,1,13.16,23,13200,0
9181,0.27,18720,DEBTCONSOLIDATION,D,1,16.32,23,5000,1
9182,0.26,19140,VENTURE,A,0,8.49,21,5000,1
9183,0.03,60000,PERSONAL,B,0,12.21,25,1800,0
9184,0.26,19200,VENTURE,B,0,10.99,25,5000,1
9185,0.33,60000,VENTURE,B,0,12.21,22,20000,0
9186,0.26,19200,DEBTCONSOLIDATION,B,0,11.011694892245037,24,5000,1
9187,0.26,19200,HOMEIMPROVEMENT,B,0,9.62,25,5000,1
9188,0.17,60000,EDUCATION,D,0,11.011694892245037,22,10000,0
9189,0.25,19800,DEBTCONSOLIDATION,C,1,13.49,25,5000,1
9190,0.19,60000,EDUCATION,B,0,11.26,23,11500,0
9191,0.25,19968,MEDICAL,C,0,11.011694892245037,21,5000,1
9192,0.17,60000,PERSONAL,D,0,14.42,24,10000,0
9193,0.17,60000,PERSONAL,A,0,9.63,24,10000,0
9194,0.05,60000,VENTURE,A,0,9.32,24,2800,0
9195,0.05,60000,HOMEIMPROVEMENT,C,1,13.79,25,3000,0
9196,0.15,60000,MEDICAL,C,1,13.79,22,9000,0
9197,0.25,20000,DEBTCONSOLIDATION,B,0,11.86,22,5000,0
9198,0.25,20000,DEBTCONSOLIDATION,B,0,10.39,21,5000,0
9199,0.03,54000,VENTURE,D,1,14.42,24,1500,1
9200,0.28,60000,EDUCATION,C,0,12.53,22,16750,0
9201,0.17,60000,VENTURE,A,0,8.0,22,10000,0
9202,0.25,20400,PERSONAL,B,0,12.42,22,5000,0
9203,0.24,21000,MEDICAL,F,0,20.89,21,5000,1
9204,0.13,60000,EDUCATION,C,0,11.011694892245037,25,8000,0
9205,0.19,54000,MEDICAL,A,0,9.63,24,10000,1
9206,0.24,21000,PERSONAL,A,0,6.99,26,5000,0
9207,0.24,21000,VENTURE,A,0,6.91,21,5000,0
9208,0.3,54000,HOMEIMPROVEMENT,E,0,16.32,23,16000,1
9209,0.24,21000,DEBTCONSOLIDATION,A,0,8.63,24,5000,0
9210,0.24,21120,PERSONAL,B,0,11.71,24,5000,1
9211,0.23,21600,VENTURE,D,1,17.58,25,5000,1
9212,0.25,60000,PERSONAL,B,0,11.89,24,15000,0
9213,0.23,21600,DEBTCONSOLIDATION,B,0,9.99,26,5000,0
9214,0.17,60000,PERSONAL,B,0,12.21,25,10000,0
9215,0.23,21600,PERSONAL,C,1,13.06,23,5000,1
9216,0.23,21648,EDUCATION,A,0,6.99,24,5000,0
9217,0.15,54000,DEBTCONSOLIDATION,B,0,11.89,26,8000,1
9218,0.05,60000,PERSONAL,C,0,13.16,22,3000,0
9219,0.17,60000,PERSONAL,B,0,11.26,23,10000,0
9220,0.23,22000,PERSONAL,D,1,15.7,21,5000,0
9221,0.02,60000,EDUCATION,A,0,9.63,22,1000,0
9222,0.23,22000,PERSONAL,E,0,16.32,25,5000,1
9223,0.17,60000,HOMEIMPROVEMENT,B,0,10.83,25,10000,0
9224,0.22,22800,EDUCATION,C,1,13.85,22,5000,0
9225,0.22,22800,DEBTCONSOLIDATION,C,0,13.57,26,5000,0
9226,0.22,22944,EDUCATION,B,0,11.11,23,5000,0
9227,0.22,22992,HOMEIMPROVEMENT,C,1,13.06,24,5000,1
9228,0.22,23000,PERSONAL,C,1,11.011694892245037,24,5000,0
9229,0.22,23000,EDUCATION,B,0,11.011694892245037,24,5000,0
9230,0.21,23484,VENTURE,A,0,7.49,26,5000,0
9231,0.21,24000,HOMEIMPROVEMENT,C,1,14.27,23,5000,1
9232,0.03,60000,EDUCATION,C,0,11.66,22,1600,0
9233,0.21,24000,VENTURE,A,0,8.9,26,5000,0
9234,0.21,24000,DEBTCONSOLIDATION,A,0,7.51,24,5000,0
9235,0.21,24000,PERSONAL,A,0,6.62,23,5000,0
9236,0.21,24000,EDUCATION,D,0,16.49,22,5000,0
9237,0.14,54000,MEDICAL,C,1,11.03,23,7500,1
9238,0.13,60000,DEBTCONSOLIDATION,A,0,8.0,23,7500,0
9239,0.21,24000,EDUCATION,B,0,11.011694892245037,21,5000,0
9240,0.21,24000,HOMEIMPROVEMENT,D,1,11.011694892245037,21,5000,1
9241,0.17,60000,PERSONAL,B,0,9.76,23,9900,0
9242,0.13,60000,EDUCATION,C,0,11.66,22,7500,0
9243,0.1,60000,DEBTCONSOLIDATION,B,0,9.45,23,6000,0
9244,0.21,24000,EDUCATION,A,0,6.92,25,5000,0
9245,0.28,60000,EDUCATION,B,0,9.45,22,17000,0
9246,0.16,60000,PERSONAL,A,0,7.75,26,9800,0
9247,0.13,60000,MEDICAL,A,0,8.07,22,8000,0
9248,0.21,24000,MEDICAL,C,0,12.98,21,5000,0
9249,0.21,24000,DEBTCONSOLIDATION,C,0,12.61,25,5000,0
9250,0.21,24000,PERSONAL,B,0,10.75,23,5000,0
9251,0.21,24000,DEBTCONSOLIDATION,B,0,10.62,23,5000,0
9252,0.21,24000,VENTURE,B,0,11.48,23,5000,0
9253,0.21,24000,PERSONAL,A,0,8.94,22,5000,0
9254,0.21,24044,PERSONAL,A,0,8.9,22,5000,0
9255,0.17,60204,PERSONAL,A,0,7.49,24,10000,0
9256,0.2,24996,DEBTCONSOLIDATION,D,0,11.011694892245037,21,5000,1
9257,0.2,24996,EDUCATION,E,0,16.45,21,5000,1
9258,0.2,24996,MEDICAL,D,1,11.011694892245037,22,5000,1
9259,0.2,24996,DEBTCONSOLIDATION,C,1,11.011694892245037,21,5000,0
9260,0.2,25000,MEDICAL,B,0,12.69,26,5000,0
9261,0.4,60400,EDUCATION,A,0,6.54,22,24000,0
9262,0.09,60400,VENTURE,A,0,8.0,24,5500,0
9263,0.18,54417,MEDICAL,C,1,11.66,24,9525,1
9264,0.2,25000,EDUCATION,B,0,10.99,23,5000,0
9265,0.2,25000,VENTURE,A,0,11.011694892245037,24,5000,0
9266,0.28,60500,PERSONAL,B,0,12.42,25,17000,0
9267,0.08,60500,EDUCATION,C,1,14.27,23,5000,0
9268,0.2,25000,DEBTCONSOLIDATION,A,0,6.91,23,5000,0
9269,0.15,54500,MEDICAL,D,0,17.49,24,8000,1
9270,0.2,25000,VENTURE,A,0,7.14,24,5000,0
9271,0.2,60500,EDUCATION,A,0,8.94,22,12000,0
9272,0.2,25000,EDUCATION,B,0,10.62,23,5000,0
9273,0.1,60500,EDUCATION,A,0,7.68,24,6000,0
9274,0.2,25000,DEBTCONSOLIDATION,A,0,8.94,24,5000,1
9275,0.3,60612,MEDICAL,C,1,13.72,22,18000,0
9276,0.09,60612,PERSONAL,B,0,11.011694892245037,22,5300,0
9277,0.2,25000,DEBTCONSOLIDATION,D,1,12.86,21,5000,1
9278,0.04,60626,DEBTCONSOLIDATION,A,0,6.92,25,2500,0
9279,0.11,60635,EDUCATION,C,1,13.49,22,6800,0
9280,0.17,60785,DEBTCONSOLIDATION,C,0,13.99,23,10625,0
9281,0.19,26000,PERSONAL,B,0,11.99,22,5000,0
9282,0.2,60996,PERSONAL,B,0,12.21,26,12000,0
9283,0.19,26400,MEDICAL,A,0,7.9,24,5000,0
9284,0.19,26400,EDUCATION,C,1,13.49,21,5000,0
9285,0.25,61000,EDUCATION,C,1,14.65,25,15000,0
9286,0.19,26400,EDUCATION,D,0,15.99,23,5000,0
9287,0.2,61000,MEDICAL,C,0,13.49,22,12000,0
9288,0.19,27000,VENTURE,A,0,5.42,21,5000,0
9289,0.16,55000,MEDICAL,D,1,16.77,25,9000,1
9290,0.2,61000,PERSONAL,B,0,11.71,23,12000,0
9291,0.19,27000,MEDICAL,E,1,16.77,23,5000,1
9292,0.03,61000,EDUCATION,A,0,6.62,22,2100,0
9293,0.11,55000,EDUCATION,B,0,11.99,24,6000,1
9294,0.1,61000,PERSONAL,C,0,11.011694892245037,21,6000,0
9295,0.19,27000,VENTURE,D,1,11.011694892245037,22,5000,1
9296,0.19,27000,DEBTCONSOLIDATION,A,0,9.32,22,5000,0
9297,0.19,27000,VENTURE,B,0,10.08,22,5000,0
9298,0.18,27096,DEBTCONSOLIDATION,A,0,7.9,25,5000,1
9299,0.18,27200,MEDICAL,C,0,11.011694892245037,21,5000,0
9300,0.13,61000,DEBTCONSOLIDATION,B,0,11.49,22,8000,0
9301,0.3,61000,VENTURE,E,0,19.29,23,18400,0
9302,0.2,61000,PERSONAL,B,0,10.99,26,12000,0
9303,0.2,61000,EDUCATION,A,0,7.49,22,12000,0
9304,0.13,61000,PERSONAL,A,0,7.49,26,8000,0
9305,0.18,27264,EDUCATION,C,1,13.11,22,5000,0
9306,0.05,61000,PERSONAL,D,0,15.62,24,3000,0
9307,0.16,61000,PERSONAL,A,0,6.99,23,10000,0
9308,0.18,27360,EDUCATION,A,0,7.51,22,5000,0
9309,0.18,27500,PERSONAL,E,1,15.07,24,5000,1
9310,0.07,61000,PERSONAL,A,0,7.29,26,4200,0
9311,0.2,61000,DEBTCONSOLIDATION,A,0,7.29,22,12000,0
9312,0.13,62000,PERSONAL,A,0,5.42,22,8000,0
9313,0.16,61000,PERSONAL,D,0,15.65,24,10000,0
9314,0.11,61000,EDUCATION,A,0,5.79,25,7000,0
9315,0.13,61000,MEDICAL,A,0,5.79,22,8000,0
9316,0.13,62000,PERSONAL,C,0,12.99,26,8000,0
9317,0.34,61000,MEDICAL,B,0,11.011694892245037,26,21000,0
9318,0.18,55000,DEBTCONSOLIDATION,A,0,7.51,26,10000,1
9319,0.3,61000,MEDICAL,A,0,7.51,22,18200,0
9320,0.13,62000,EDUCATION,C,1,12.68,22,8000,0
9321,0.18,55000,DEBTCONSOLIDATION,D,0,15.33,23,10000,1
9322,0.25,61000,HOMEIMPROVEMENT,B,0,9.88,25,15000,0
9323,0.13,55000,HOMEIMPROVEMENT,A,0,7.14,24,7000,1
9324,0.12,61000,PERSONAL,B,0,10.25,26,7500,0
9325,0.13,62000,VENTURE,B,0,11.14,24,8000,0
9326,0.34,61000,DEBTCONSOLIDATION,C,1,14.26,22,21000,0
9327,0.14,56400,MEDICAL,D,1,14.96,24,8000,1
9328,0.31,61000,VENTURE,B,0,11.48,26,19200,0
9329,0.13,63000,VENTURE,B,0,12.53,26,8000,0
9330,0.13,63900,VENTURE,A,0,6.03,25,8000,0
9331,0.13,64000,HOMEIMPROVEMENT,A,0,7.9,24,8000,0
9332,0.41,61080,VENTURE,B,0,10.59,24,25000,0
9333,0.13,64000,VENTURE,B,0,10.0,23,8000,0
9334,0.28,61147,MEDICAL,A,0,6.03,24,17000,0
9335,0.12,65000,EDUCATION,A,0,6.62,23,8000,0
9336,0.1,61193,EDUCATION,A,0,8.59,24,6400,0
9337,0.12,65000,EDUCATION,B,0,12.69,24,8000,0
9338,0.12,65000,VENTURE,B,0,10.59,22,8000,0
9339,0.12,65000,PERSONAL,A,0,6.92,26,8000,0
9340,0.15,61200,VENTURE,A,0,11.011694892245037,23,9000,0
9341,0.12,65000,PERSONAL,B,0,9.63,24,8000,0
9342,0.09,61200,PERSONAL,A,0,7.66,25,5650,0
9343,0.08,61200,MEDICAL,A,0,5.42,25,5200,0
9344,0.12,65000,EDUCATION,A,0,6.54,22,8000,0
9345,0.16,61200,DEBTCONSOLIDATION,A,0,7.88,23,10000,0
9346,0.28,55200,PERSONAL,E,0,15.68,23,15250,1
9347,0.11,55200,MEDICAL,D,1,14.42,24,6000,1
9348,0.02,61200,HOMEIMPROVEMENT,C,1,12.84,26,1500,0
9349,0.08,61200,EDUCATION,B,0,10.51,24,5100,0
9350,0.13,55200,HOMEIMPROVEMENT,A,0,11.011694892245037,22,7200,1
9351,0.17,55200,EDUCATION,C,0,10.78,24,9600,1
9352,0.12,65000,DEBTCONSOLIDATION,C,1,14.72,23,8000,0
9353,0.12,65000,PERSONAL,A,0,9.32,23,8000,0
9354,0.03,61289,PERSONAL,B,0,11.49,24,2000,0
9355,0.15,61300,EDUCATION,D,1,16.49,23,9000,0
9356,0.21,61300,VENTURE,A,0,9.63,22,13000,0
9357,0.1,61360,MEDICAL,A,0,8.59,23,6125,0
9358,0.45,55365,PERSONAL,F,0,19.04,23,25000,1
9359,0.12,65004,PERSONAL,A,0,8.49,24,8000,0
9360,0.09,55400,HOMEIMPROVEMENT,C,0,14.27,21,5000,1
9361,0.1,55400,MEDICAL,D,0,14.61,23,5500,1
9362,0.18,61402,EDUCATION,B,0,9.99,22,10800,0
9363,0.04,61440,PERSONAL,B,0,11.011694892245037,23,2500,0
9364,0.12,65500,EDUCATION,C,1,12.84,21,8000,0
9365,0.08,61498,PERSONAL,B,0,11.36,23,5000,0
9366,0.49,61500,VENTURE,A,0,6.62,22,30000,0
9367,0.12,67000,VENTURE,A,0,7.14,26,8000,0
9368,0.05,61500,VENTURE,B,0,11.49,24,3200,0
9369,0.12,67200,VENTURE,C,0,11.011694892245037,23,8000,0
9370,0.39,61547,EDUCATION,D,1,14.96,22,24250,0
9371,0.21,61615,PERSONAL,B,0,10.62,23,13000,0
9372,0.11,61650,HOMEIMPROVEMENT,A,0,6.03,24,6500,0
9373,0.11,70000,PERSONAL,C,1,15.96,25,8000,0
9374,0.05,61717,PERSONAL,A,0,7.68,24,3200,0
9375,0.29,61781,EDUCATION,B,0,10.25,24,17800,0
9376,0.11,70000,DEBTCONSOLIDATION,B,0,11.71,24,8000,0
9377,0.02,61800,MEDICAL,A,0,6.54,24,1500,0
9378,0.06,61800,VENTURE,A,0,7.75,25,4000,0
9379,0.11,70000,HOMEIMPROVEMENT,A,0,7.9,26,8000,0
9380,0.11,70000,EDUCATION,C,1,15.96,26,8000,0
9381,0.11,70000,EDUCATION,A,0,6.99,22,8000,0
9382,0.11,70000,MEDICAL,B,0,11.99,23,8000,0
9383,0.13,64000,DEBTCONSOLIDATION,D,1,15.28,25,8000,1
9384,0.11,70000,EDUCATION,D,0,16.02,23,8000,0
9385,0.19,62000,PERSONAL,A,0,7.9,26,12000,0
9386,0.11,70000,EDUCATION,A,0,7.66,22,8000,0
9387,0.06,62000,VENTURE,A,0,8.9,23,4000,0
9388,0.13,64000,PERSONAL,D,0,14.84,22,8000,1
9389,0.11,70000,EDUCATION,C,1,14.72,24,8000,0
9390,0.11,70000,PERSONAL,C,0,14.26,25,8000,0
9391,0.14,62000,DEBTCONSOLIDATION,A,0,6.62,26,8400,0
9392,0.11,71000,HOMEIMPROVEMENT,C,1,13.49,26,8000,0
9393,0.1,62000,PERSONAL,A,0,11.011694892245037,24,6200,0
9394,0.03,62000,EDUCATION,B,0,11.71,23,1800,0
9395,0.21,62000,DEBTCONSOLIDATION,C,1,15.27,22,13000,0
9396,0.11,72000,DEBTCONSOLIDATION,A,0,7.9,25,8000,0
9397,0.11,72000,EDUCATION,A,0,7.9,22,8000,0
9398,0.24,62000,EDUCATION,A,0,6.03,22,15075,0
9399,0.12,66000,HOMEIMPROVEMENT,C,1,14.65,22,8000,1
9400,0.09,62000,PERSONAL,A,0,6.03,24,5875,0
9401,0.11,72000,MEDICAL,A,0,7.9,22,8000,0
9402,0.1,62000,DEBTCONSOLIDATION,A,0,7.51,21,6000,0
9403,0.03,62000,EDUCATION,A,0,6.03,22,2000,0
9404,0.16,62000,MEDICAL,A,0,7.9,23,10000,0
9405,0.08,62000,PERSONAL,A,0,6.03,22,5000,0
9406,0.16,62000,EDUCATION,C,1,13.99,24,10000,0
9407,0.19,62000,VENTURE,A,0,5.42,25,12000,0
9408,0.11,72000,HOMEIMPROVEMENT,B,0,10.0,24,8000,0
9409,0.14,62000,VENTURE,B,0,10.99,25,8500,0
9410,0.09,62000,VENTURE,B,0,11.011694892245037,23,5575,0
9411,0.11,74000,EDUCATION,D,1,15.62,24,8000,0
9412,0.11,74000,EDUCATION,C,0,13.92,26,8000,0
9413,0.08,62000,VENTURE,A,0,5.42,23,5000,0
9414,0.11,75000,MEDICAL,A,0,7.9,23,8000,0
9415,0.16,62000,DEBTCONSOLIDATION,A,0,7.49,24,10000,0
9416,0.11,75000,DEBTCONSOLIDATION,A,0,5.99,22,8000,0
9417,0.11,75000,DEBTCONSOLIDATION,B,0,10.74,23,8000,0
9418,0.05,62000,HOMEIMPROVEMENT,C,0,12.99,25,3000,0
9419,0.15,62000,MEDICAL,A,0,11.011694892245037,23,9000,0
9420,0.11,75000,PERSONAL,C,0,13.79,23,8000,0
9421,0.11,75000,VENTURE,D,1,15.37,24,8000,0
9422,0.16,62000,EDUCATION,A,0,5.99,22,10000,0
9423,0.12,69000,HOMEIMPROVEMENT,D,1,13.99,25,8000,1
9424,0.11,75638,PERSONAL,A,0,5.99,23,8000,0
9425,0.11,76000,PERSONAL,C,0,13.11,26,8000,0
9426,0.1,76460,MEDICAL,A,0,6.03,25,8000,0
9427,0.1,77000,DEBTCONSOLIDATION,A,0,7.51,24,8000,0
9428,0.15,62000,EDUCATION,B,0,10.0,22,9000,0
9429,0.1,78000,MEDICAL,C,1,13.79,22,8000,0
9430,0.16,62000,VENTURE,C,1,13.43,26,10000,0
9431,0.14,56000,VENTURE,D,1,14.54,23,8000,1
9432,0.1,79000,MEDICAL,B,0,11.49,24,8000,0
9433,0.1,80000,EDUCATION,A,0,7.9,23,8000,0
9434,0.16,62000,HOMEIMPROVEMENT,B,0,10.74,24,10000,0
9435,0.13,62000,EDUCATION,B,0,10.0,24,7750,0
9436,0.1,80000,VENTURE,E,1,18.39,22,8000,0
9437,0.1,80000,HOMEIMPROVEMENT,A,0,5.99,26,8000,0
9438,0.32,62000,MEDICAL,A,0,11.011694892245037,24,20000,0
9439,0.11,74000,HOMEIMPROVEMENT,A,0,7.29,25,8000,1
9440,0.29,62000,VENTURE,D,1,14.46,23,18000,0
9441,0.16,62000,PERSONAL,A,0,11.011694892245037,23,10000,0
9442,0.02,62000,EDUCATION,A,0,6.91,22,1500,0
9443,0.1,80000,MEDICAL,C,1,12.73,26,8000,0
9444,0.27,62000,EDUCATION,A,0,6.91,22,17000,0
9445,0.1,81600,VENTURE,C,1,12.84,24,8000,0
9446,0.1,82000,VENTURE,B,0,10.99,26,8000,0
9447,0.16,62000,MEDICAL,A,0,7.88,26,10000,0
9448,0.11,76000,HOMEIMPROVEMENT,C,1,13.48,26,8000,1
9449,0.04,56000,HOMEIMPROVEMENT,B,0,11.49,25,2000,1
9450,0.06,62000,EDUCATION,A,0,6.76,22,4000,0
9451,0.32,62000,MEDICAL,B,0,10.38,26,20000,0
9452,0.03,62000,EDUCATION,B,0,11.86,25,2100,0
9453,0.18,56000,VENTURE,C,0,14.35,24,10000,1
9454,0.1,66300,MEDICAL,E,0,18.39,22,8000,1
9455,0.09,84996,PERSONAL,C,1,13.92,22,8000,0
9456,0.1,62000,DEBTCONSOLIDATION,A,0,7.88,25,6000,0
9457,0.09,85000,HOMEIMPROVEMENT,C,1,13.06,24,8000,0
9458,0.16,62000,DEBTCONSOLIDATION,A,0,7.88,25,10000,0
9459,0.18,62000,VENTURE,A,0,7.88,23,11200,0
9460,0.32,56000,EDUCATION,B,0,10.25,21,18000,1
9461,0.09,86004,EDUCATION,C,1,13.92,22,8000,0
9462,0.09,86502,PERSONAL,B,0,10.36,26,8000,0
9463,0.08,62000,VENTURE,A,0,8.59,22,5000,0
9464,0.09,87000,MEDICAL,B,0,10.37,25,8000,0
9465,0.06,62000,VENTURE,C,0,13.57,25,3500,0
9466,0.16,62000,MEDICAL,B,0,12.18,23,10000,0
9467,0.1,62000,EDUCATION,C,0,13.92,22,6000,0
9468,0.08,62000,VENTURE,C,1,13.57,23,5000,0
9469,0.1,76500,DEBTCONSOLIDATION,C,0,14.26,23,8000,1
9470,0.19,62000,PERSONAL,B,0,11.011694892245037,26,12000,0
9471,0.09,90000,EDUCATION,C,0,14.27,26,8000,0
9472,0.32,62000,VENTURE,E,0,16.7,24,20000,0
9473,0.09,90000,EDUCATION,A,0,7.49,22,8000,0
9474,0.1,62000,PERSONAL,B,0,10.95,23,6500,0
9475,0.16,62000,VENTURE,B,0,11.58,22,10000,0
9476,0.09,90000,MEDICAL,A,0,6.92,23,8000,0
9477,0.09,90000,DEBTCONSOLIDATION,C,1,13.35,23,8000,0
9478,0.09,90000,PERSONAL,D,0,11.011694892245037,22,8000,0
9479,0.27,56000,MEDICAL,E,1,16.0,22,15000,1
9480,0.09,91000,PERSONAL,A,0,6.92,22,8000,0
9481,0.09,91000,PERSONAL,B,0,11.86,22,8000,0
9482,0.09,92004,DEBTCONSOLIDATION,B,0,11.49,23,8000,0
9483,0.12,62000,EDUCATION,D,0,13.87,22,7500,0
9484,0.1,62000,DEBTCONSOLIDATION,B,0,10.08,23,6400,0
9485,0.13,62000,HOMEIMPROVEMENT,B,0,10.08,24,8000,0
9486,0.15,62000,VENTURE,B,0,9.2,23,9600,0
9487,0.08,95000,PERSONAL,C,0,15.23,25,8000,0
9488,0.08,95000,PERSONAL,B,0,10.99,25,8000,0
9489,0.08,95000,HOMEIMPROVEMENT,C,0,13.8,25,8000,0
9490,0.08,95000,DEBTCONSOLIDATION,B,0,10.36,25,8000,0
9491,0.05,62000,MEDICAL,B,0,8.7,22,3000,0
9492,0.08,95004,EDUCATION,C,1,12.61,22,8000,0
9493,0.1,84000,HOMEIMPROVEMENT,C,0,12.61,26,8000,1
9494,0.14,56004,DEBTCONSOLIDATION,B,0,11.71,25,8000,1
9495,0.1,84000,VENTURE,E,0,16.45,25,8000,1
9496,0.08,96500,DEBTCONSOLIDATION,C,1,13.61,26,8000,0
9497,0.11,56004,DEBTCONSOLIDATION,B,0,10.0,24,6000,1
9498,0.08,97000,EDUCATION,D,0,15.31,24,8000,0
9499,0.06,62004,MEDICAL,B,0,9.99,26,4000,0
9500,0.08,99996,PERSONAL,D,1,16.32,26,8000,0
9501,0.08,99996,VENTURE,A,0,7.14,21,8000,0
9502,0.27,56004,PERSONAL,B,0,11.26,23,15000,1
9503,0.15,62004,DEBTCONSOLIDATION,B,0,10.95,23,9600,0
9504,0.08,100000,MEDICAL,A,0,6.54,26,8000,0
9505,0.24,62004,HOMEIMPROVEMENT,C,0,13.47,25,15000,0
9506,0.06,62004,EDUCATION,A,0,7.37,22,3600,0
9507,0.16,62004,MEDICAL,A,0,9.07,23,10000,0
9508,0.09,89000,DEBTCONSOLIDATION,D,0,14.74,23,8000,1
9509,0.15,62100,EDUCATION,B,0,11.71,26,9600,0
9510,0.08,105000,DEBTCONSOLIDATION,A,0,7.51,24,8000,0
9511,0.03,62100,PERSONAL,C,0,12.61,26,1600,0
9512,0.1,62100,EDUCATION,C,0,12.53,24,6000,0
9513,0.08,81600,MEDICAL,D,1,16.29,26,8000,1
9514,0.07,108000,DEBTCONSOLIDATION,B,0,9.88,24,8000,0
9515,0.29,62200,PERSONAL,E,0,16.63,26,18000,0
9516,0.07,110000,PERSONAL,A,0,5.99,24,8000,0
9517,0.07,115000,VENTURE,B,0,11.71,25,8000,0
9518,0.21,56208,DEBTCONSOLIDATION,D,1,16.29,22,12000,1
9519,0.07,116664,VENTURE,D,0,16.49,24,8000,0
9520,0.08,62236,MEDICAL,B,0,9.99,22,5000,0
9521,0.07,108000,PERSONAL,D,1,16.29,22,8000,1
9522,0.07,108000,DEBTCONSOLIDATION,E,0,16.77,25,8000,1
9523,0.07,120000,EDUCATION,B,0,11.011694892245037,25,8000,0
9524,0.16,62316,MEDICAL,A,0,7.66,21,10000,0
9525,0.48,62352,EDUCATION,B,0,10.65,23,29800,0
9526,0.35,62361,PERSONAL,B,0,12.69,26,21650,0
9527,0.07,120000,EDUCATION,D,1,14.61,23,8000,0
9528,0.07,123000,MEDICAL,B,0,12.53,25,8000,0
9529,0.24,62400,MEDICAL,D,0,17.58,25,15000,0
9530,0.06,125000,MEDICAL,B,0,9.63,26,8000,0
9531,0.06,126000,PERSONAL,C,0,13.23,23,8000,0
9532,0.12,62400,VENTURE,A,0,8.9,23,7200,0
9533,0.06,62400,PERSONAL,A,0,8.9,24,4000,0
9534,0.06,130000,MEDICAL,B,0,11.99,23,8000,0
9535,0.18,62400,DEBTCONSOLIDATION,A,0,11.011694892245037,26,11000,0
9536,0.06,135000,VENTURE,B,0,11.011694892245037,25,8000,0
9537,0.11,62400,MEDICAL,C,0,13.06,23,7000,0
9538,0.15,56400,EDUCATION,D,0,14.91,22,8400,1
9539,0.44,56400,PERSONAL,E,0,16.4,22,25000,1
9540,0.06,131400,DEBTCONSOLIDATION,D,0,15.99,24,8000,1
9541,0.15,62400,EDUCATION,A,0,6.54,24,9500,0
9542,0.04,62400,EDUCATION,D,1,14.46,22,2400,0
9543,0.2,62400,VENTURE,C,1,13.85,22,12600,0
9544,0.2,62400,EDUCATION,D,0,14.96,25,12500,0
9545,0.03,62400,HOMEIMPROVEMENT,B,0,10.99,25,2000,0
9546,0.04,183700,PERSONAL,D,1,15.62,26,8000,1
9547,0.27,30000,EDUCATION,B,0,12.69,22,8050,1
9548,0.17,48000,EDUCATION,B,0,10.0,22,8050,0
9549,0.16,50000,DEBTCONSOLIDATION,A,0,6.17,21,8075,0
9550,0.15,54000,PERSONAL,C,0,13.06,22,8075,0
9551,0.19,62471,EDUCATION,A,0,6.91,23,12000,0
9552,0.1,78000,DEBTCONSOLIDATION,A,0,7.29,23,8100,0
9553,0.1,85000,HOMEIMPROVEMENT,A,0,11.011694892245037,24,8100,0
9554,0.33,25000,EDUCATION,A,0,7.9,21,8125,1
